0.0558265  0.0558265  0.0557915  0.0557915  0.0557505  0.0557505  0.0557522  0.0557522  0.0557467  0.0557467  
0.24714  0.24714  0.247207  0.247207  0.247343  0.247343  0.247485  0.247485  0.247487  0.247487  
0.00877873  0.00877873  0.00876204  0.00876204  0.0087372  0.0087372  0.00872651  0.00872651  0.00874205  0.00874205  
0.592594  0.592594  0.592518  0.592518  0.592363  0.592363  0.592118  0.592118  0.591852  0.591852  
0.00138338  0.00138338  0.00138017  0.00138017  0.0013753  0.0013753  0.00137286  0.00137286  0.00138232  0.00138232  
0.864152  0.864152  0.863779  0.863779  0.863144  0.863144  0.862448  0.862448  0.861941  0.861941  
0.000277582  0.000277582  0.000276953  0.000276953  0.000276  0.000276  0.00027546  0.00027546  0.000278636  0.000278636  
0.977165  0.977165  0.977029  0.977029  0.976804  0.976804  0.976566  0.976566  0.9764  0.9764  
9.61512e-05  9.61512e-05  9.5946e-05  9.5946e-05  9.56288e-05  9.56288e-05  9.54333e-05  9.54333e-05  9.67692e-05  9.67692e-05  
1.0008  1.0008  1.0008  1.0008  1.00079  1.00079  1.00078  1.00078  1.00077  1.00077  
