-0.001  2.56979  2.56661  2.5634  
-0.02099  2.63056  2.56976  2.49681  
-0.04098  2.68736  2.57956  2.42633  
-0.06097  2.73281  2.5928  2.35343  
-0.08096  2.77151  2.60923  2.27932  
-0.10095  2.80483  2.63851  2.20505  
-0.12094  2.81952  2.65971  2.13142  
-0.14093  2.81687  2.68141  2.05907  
-0.16092  2.79952  2.71114  1.9885  
-0.18091  2.78238  2.73742  1.92006  
-0.2009  2.73961  2.72882  1.85398  
-0.22089  2.6721  2.71502  1.79044  
-0.24088  2.56179  2.68558  1.72951  
-0.26087  2.47937  2.65351  1.67122  
-0.28086  2.38563  2.53083  1.61557  
-0.30085  2.27488  2.3584  1.56251  
-0.32084  2.14621  2.16931  1.51198  
-0.34083  1.9801  1.97543  1.46389  
-0.36082  1.86074  1.76818  1.41815  
-0.38081  1.75005  1.52618  1.37465  
-0.4008  1.6461  1.22018  1.3333  
-0.42079  1.55893  0.968368  1.29398  
-0.44078  1.63636  0.789309  1.2566  
-0.46077  1.17575  0.625761  1.22104  
-0.48076  1.11776  0.48662  1.18721  
-0.50075  1.04005  0.36017  1.15501  
-0.52074  0.962373  0.237733  1.12436  
-0.54073  0.887324  0.131272  1.09515  
-0.56072  0.813457  0.0708191  1.06731  
-0.58071  0.738223  0.0329558  1.04076  
-0.6007  0.624353  0.0119037  1.01542  
-0.62069  0.57311  -0.00714973  0.991231  
-0.64068  0.526824  -0.0247433  0.968117  
-0.66067  0.483406  -0.0415038  0.946019  
-0.68066  0.442521  -0.0576682  0.924879  
-0.70065  0.404091  -0.073882  0.904643  
-0.72064  0.368045  -0.0898673  0.88526  
-0.74063  0.334423  -0.0734932  0.866681  
-0.76062  0.286101  -0.0637459  0.848862  
-0.78061  0.260986  -0.0558731  0.831762  
-0.8006  0.238305  -0.0495183  0.81534  
-0.82059  0.217689  -0.0437183  0.799561  
-0.84058  0.19885  -0.0401834  0.784389  
-0.86057  0.181588  -0.0379492  0.769793  
-0.88056  0.165761  -0.0349845  0.755742  
-0.90055  0.151264  -0.0344097  0.742209  
-0.92054  0.138013  -0.0269212  0.729165  
-0.94053  0.125937  -0.0177275  0.716587  
-0.96052  0.109271  -0.00859248  0.704451  
-0.98051  0.10025  0.000454404  0.692734  
-1.0005  0.0920665  0.00801518  0.681417  
-1.02049  0.0845873  0.014746  0.67048  
-1.04048  0.0776923  0.0209567  0.659905  
-1.06047  0.0712752  0.0288006  0.649674  
-1.08046  0.0652439  0.038473  0.639771  
-1.10045  0.0595212  0.0337671  0.630181  
-1.12044  0.0540457  0.0378406  0.62089  
-1.14043  0.0487724  0.0442295  0.611884  
-1.16042  0.0436735  0.0508786  0.60315  
-1.18041  0.0374959  0.057709  0.594676  
-1.2004  0.0330019  0.0644746  0.586451  
-1.22039  0.0286606  0.0708601  0.578464  
-1.24038  0.0245058  0.0770363  0.570705  
-1.26037  0.0205814  0.0834537  0.563164  
-1.28036  0.0169343  0.0907828  0.555832  
-1.30035  0.0136077  0.0957932  0.5487  
-1.32034  0.0106351  0.0989182  0.54176  
-1.34033  0.00803678  0.10138  0.535005  
-1.36032  0.00581771  0.105436  0.528427  
-1.38031  0.00396824  0.110245  0.522019  
-1.4003  0.00238303  0.115516  0.515774  
-1.42029  0.00122109  0.121127  0.509687  
-1.44028  0.000331209  0.126921  0.50375  
-1.46027  -0.000325111  0.132843  0.497959  
-1.48026  -0.000786462  0.138982  0.492308  
-1.50025  -0.00108948  0.145548  0.486791  
-1.52024  -0.00126746  0.152759  0.481404  
-1.54023  -0.00134962  0.158721  0.476143  
-1.56022  -0.00136081  0.163831  0.471002  
-1.58021  -0.00132155  0.169066  0.465977  
-1.6002  -0.00124836  0.173793  0.461065  
-1.62019  -0.0011542  0.178996  0.456261  
-1.64018  -0.00104893  0.18483  0.451562  
-1.66017  -0.000941042  0.191368  0.446965  
-1.68016  -0.000832996  0.198637  0.442465  
-1.70015  -0.000729978  0.206685  0.438059  
-1.72014  -0.000634179  0.215647  0.433746  
-1.74013  -0.000546817  0.226022  0.42952  
-1.76012  -0.000468393  0.237369  0.42538  
-1.78011  -0.000398901  0.250289  0.421324  
-1.8001  -0.000337989  0.265112  0.417347  
-1.82009  -0.000285093  0.282592  0.413449  
-1.84008  -0.00023952  0.303938  0.409626  
-1.86007  -0.000200525  0.333484  0.405876  
-1.88006  -0.000167359  0.367777  0.402198  
-1.90005  -0.000139297  0.411294  0.398588  
-1.92004  -0.000115661  0.463933  0.395045  
-1.94003  -9.58401e-05  0.517845  0.391567  
-1.96002  -7.92617e-05  0.528447  0.388151  
-1.98001  -6.54453e-05  0.378781  0.384798  
-2  -5.39617e-05  -0.0256786  0.381503  
