-3   -3   1.1076e-10
-2.94   -3   1.52782e-10
-2.88   -3   2.03614e-10
-2.82   -3   2.61666e-10
-2.76   -3   3.22655e-10
-2.7   -3   3.78129e-10
-2.64   -3   4.1354e-10
-2.58   -3   4.05922e-10
-2.52   -3   3.21301e-10
-2.46   -3   1.122e-10
-2.4   -3   -2.84142e-10
-2.34   -3   -9.45816e-10
-2.28   -3   -1.96305e-09
-2.22   -3   -3.42974e-09
-2.16   -3   -5.4271e-09
-2.1   -3   -7.99648e-09
-2.04   -3   -1.10985e-08
-1.98   -3   -1.45561e-08
-1.92   -3   -1.79814e-08
-1.86   -3   -2.06894e-08
-1.8   -3   -2.16068e-08
-1.74   -3   -1.91924e-08
-1.68   -3   -1.13966e-08
-1.62   -3   4.30441e-09
-1.56   -3   3.07461e-08
-1.5   -3   7.07291e-08
-1.44   -3   1.26425e-07
-1.38   -3   1.98487e-07
-1.32   -3   2.84841e-07
-1.26   -3   3.79197e-07
-1.2   -3   4.69407e-07
-1.14   -3   5.35898e-07
-1.08   -3   5.50591e-07
-1.02   -3   4.7682e-07
-0.96   -3   2.70937e-07
-0.9   -3   -1.13675e-07
-0.84   -3   -7.19521e-07
-0.78   -3   -1.57441e-06
-0.72   -3   -2.67748e-06
-0.66   -3   -3.98258e-06
-0.6   -3   -5.38096e-06
-0.54   -3   -6.68619e-06
-0.48   -3   -7.62543e-06
-0.42   -3   -7.84219e-06
-0.36   -3   -6.91543e-06
-0.3   -3   -4.40187e-06
-0.24   -3   1.0089e-07
-0.18   -3   6.8633e-06
-0.12   -3   1.59214e-05
-0.06   -3   2.69593e-05
2.16493e-15   -3   3.92065e-05
0.06   -3   5.13667e-05
0.12   -3   6.16031e-05
0.18   -3   6.76044e-05
0.24   -3   6.67526e-05
0.3   -3   5.64002e-05
0.36   -3   3.4251e-05
0.42   -3   -1.17821e-06
0.48   -3   -5.00638e-05
0.54   -3   -0.000110814
0.6   -3   -0.000179712
0.66   -3   -0.00025077
0.72   -3   -0.000315843
0.78   -3   -0.000365093
0.84   -3   -0.00038779
0.9   -3   -0.000373433
0.96   -3   -0.000313113
1.02   -3   -0.00020095
1.08   -3   -3.5452e-05
1.14   -3   0.000179396
1.2   -3   0.000433487
1.26   -3   0.000710514
1.32   -3   0.000988514
1.38   -3   0.00124103
1.44   -3   0.00143876
1.5   -3   0.00155166
1.56   -3   0.0015514
1.62   -3   0.00141419
1.68   -3   0.00112413
1.74   -3   0.00067657
1.8   -3   7.92922e-05
1.86   -3   -0.000644835
1.92   -3   -0.00146023
1.98   -3   -0.0023135
2.04   -3   -0.00314053
2.1   -3   -0.00386967
2.16   -3   -0.00442814
2.22   -3   -0.0047488
2.28   -3   -0.00477762
2.34   -3   -0.0044795
2.4   -3   -0.00384218
2.46   -3   -0.00287745
2.52   -3   -0.00161958
2.58   -3   -0.000121721
2.64   -3   0.00154892
2.7   -3   0.00331625
2.76   -3   0.00509989
2.82   -3   0.00681884
2.88   -3   0.00839351
2.94   -3   0.00974742
3   -3   0.0108072
-3   -2.94   1.16075e-10
-2.94   -2.94   1.70704e-10
-2.88   -2.94   2.41469e-10
-2.82   -2.94   3.29309e-10
-2.76   -2.94   4.32722e-10
-2.7   -2.94   5.45932e-10
-2.64   -2.94   6.56302e-10
-2.58   -2.94   7.40925e-10
-2.52   -2.94   7.62398e-10
-2.46   -2.94   6.64013e-10
-2.4   -2.94   3.64941e-10
-2.34   -2.94   -2.43517e-10
-2.28   -2.94   -1.29882e-09
-2.22   -2.94   -2.96255e-09
-2.16   -2.94   -5.40654e-09
-2.1   -2.94   -8.78514e-09
-2.04   -2.94   -1.31882e-08
-1.98   -2.94   -1.85696e-08
-1.92   -2.94   -2.46469e-08
-1.86   -2.94   -3.0772e-08
-1.8   -2.94   -3.57781e-08
-1.74   -2.94   -3.78188e-08
-1.68   -2.94   -3.42289e-08
-1.62   -2.94   -2.14554e-08
-1.56   -2.94   4.87255e-09
-1.5   -2.94   4.96452e-08
-1.44   -2.94   1.17642e-07
-1.38   -2.94   2.12463e-07
-1.32   -2.94   3.34945e-07
-1.26   -2.94   4.81037e-07
-1.2   -2.94   6.39225e-07
-1.14   -2.94   7.87755e-07
-1.08   -2.94   8.92114e-07
-1.02   -2.94   9.03494e-07
-0.96   -2.94   7.59192e-07
-0.9   -2.94   3.86118e-07
-0.84   -2.94   -2.91398e-07
-0.78   -2.94   -1.33849e-06
-0.72   -2.94   -2.79087e-06
-0.66   -2.94   -4.63069e-06
-0.6   -2.94   -6.75904e-06
-0.54   -2.94   -8.96879e-06
-0.48   -2.94   -1.09234e-05
-0.42   -2.94   -1.21488e-05
-0.36   -2.94   -1.20477e-05
-0.3   -2.94   -9.94283e-06
-0.24   -2.94   -5.1567e-06
-0.18   -2.94   2.87051e-06
-0.12   -2.94   1.443e-05
-0.06   -2.94   2.93719e-05
2.16493e-15   -2.94   4.69351e-05
0.06   -2.94   6.56085e-05
0.12   -2.94   8.30621e-05
0.18   -2.94   9.61854e-05
0.24   -2.94   0.000101266
0.3   -2.94   9.43309e-05
0.36   -2.94   7.16516e-05
0.42   -2.94   3.03843e-05
0.48   -2.94   -3.07054e-05
0.54   -2.94   -0.000110531
0.6   -2.94   -0.000205083
0.66   -2.94   -0.000307084
0.72   -2.94   -0.000406011
0.78   -2.94   -0.000488593
0.84   -2.94   -0.000539818
0.9   -2.94   -0.000544432
0.96   -2.94   -0.000488814
1.02   -2.94   -0.000363022
1.08   -2.94   -0.000162778
1.14   -2.94   0.000108904
1.2   -2.94   0.000440678
1.26   -2.94   0.000812621
1.32   -2.94   0.00119687
1.38   -2.94   0.00155908
1.44   -2.94   0.00186055
1.5   -2.94   0.00206077
1.56   -2.94   0.00212032
1.62   -2.94   0.00200431
1.68   -2.94   0.00168613
1.74   -2.94   0.00115777
1.8   -2.94   0.000424843
1.86   -2.94   -0.000493788
1.92   -2.94   -0.00155054
1.98   -2.94   -0.00267953
2.04   -2.94   -0.00379707
2.1   -2.94   -0.00480745
2.16   -2.94   -0.00561161
2.22   -2.94   -0.00611689
2.28   -2.94   -0.00624794
2.34   -2.94   -0.00595554
2.4   -2.94   -0.00522218
2.46   -2.94   -0.00406335
2.52   -2.94   -0.00252481
2.58   -2.94   -0.000676597
2.64   -2.94   0.00139449
2.7   -2.94   0.0035924
2.76   -2.94   0.00581824
2.82   -2.94   0.00797491
2.88   -2.94   0.00996914
2.94   -2.94   0.011713
3   -2.94   0.0131228
-3   -2.88   1.07325e-10
-2.94   -2.88   1.72302e-10
-2.88   -2.88   2.61861e-10
-2.82   -2.88   3.80685e-10
-2.76   -2.88   5.31872e-10
-2.7   -2.88   7.14887e-10
-2.64   -2.88   9.22414e-10
-2.58   -2.88   1.13587e-09
-2.52   -2.88   1.3193e-09
-2.46   -2.88   1.41179e-09
-2.4   -2.88   1.31847e-09
-2.34   -2.88   9.01359e-10
-2.28   -2.88   -2.82599e-11
-2.22   -2.88   -1.71272e-09
-2.16   -2.88   -4.44132e-09
-2.1   -2.88   -8.52746e-09
-2.04   -2.88   -1.42611e-08
-1.98   -2.88   -2.1827e-08
-1.92   -2.88   -3.11784e-08
-1.86   -2.88   -4.18597e-08
-1.8   -2.88   -5.27765e-08
-1.74   -2.88   -6.1924e-08
-1.68   -2.88   -6.61022e-08
-1.62   -2.88   -6.06738e-08
-1.56   -2.88   -3.9452e-08
-1.5   -2.88   5.15563e-09
-1.44   -2.88   8.15888e-08
-1.38   -2.88   1.97976e-07
-1.32   -2.88   3.60202e-07
-1.26   -2.88   5.69068e-07
-1.2   -2.88   8.1655e-07
-1.14   -2.88   1.08135e-06
-1.08   -2.88   1.32422e-06
-1.02   -2.88   1.484e-06
-0.96   -2.88   1.47564e-06
-0.9   -2.88   1.19194e-06
-0.84   -2.88   5.11052e-07
-0.78   -2.88   -6.88451e-07
-0.72   -2.88   -2.50332e-06
-0.66   -2.88   -4.97208e-06
-0.6   -2.88   -8.03377e-06
-0.54   -2.88   -1.1483e-05
-0.48   -2.88   -1.49289e-05
-0.42   -2.88   -1.77677e-05
-0.36   -2.88   -1.91827e-05
-0.3   -2.88   -1.81838e-05
-0.24   -2.88   -1.36994e-05
-0.18   -2.88   -4.72808e-06
-0.12   -2.88   9.45323e-06
-0.06   -2.88   2.90365e-05
2.16493e-15   -2.88   5.3414e-05
0.06   -2.88   8.09358e-05
0.12   -2.88   0.000108747
0.18   -2.88   0.000132761
0.24   -2.88   0.000147831
0.3   -2.88   0.000148151
0.36   -2.88   0.000127908
0.42   -2.88   8.21625e-05
0.48   -2.88   7.88182e-06
0.54   -2.88   -9.49673e-05
0.6   -2.88   -0.000222452
0.66   -2.88   -0.000365999
0.72   -2.88   -0.00051222
0.78   -2.88   -0.000643399
0.84   -2.88   -0.000738724
0.9   -2.88   -0.00077628
0.96   -2.88   -0.00073564
1.02   -2.88   -0.000600778
1.08   -2.88   -0.000362951
1.14   -2.88   -2.31359e-05
1.2   -2.88   0.000406352
1.26   -2.88   0.000901328
1.32   -2.88   0.00142652
