0.0557528  0.0557528  0.0557196  0.0557196  0.0556818  0.0556818  0.0556867  0.0556867  0.0556835  0.0556835  
0.246745  0.246745  0.24681  0.24681  0.246943  0.246943  0.247082  0.247082  0.247082  0.247082  
0.00877059  0.00877059  0.00875469  0.00875469  0.00873114  0.00873114  0.00872182  0.00872182  0.0087383  0.0087383  
0.591562  0.591562  0.591491  0.591491  0.591346  0.591346  0.591112  0.591112  0.590852  0.590852  
0.00138251  0.00138251  0.00137944  0.00137944  0.0013748  0.0013748  0.0013726  0.0013726  0.00138224  0.00138224  
0.862625  0.862625  0.86227  0.86227  0.861665  0.861665  0.861001  0.861001  0.860515  0.860515  
0.000277442  0.000277442  0.000276839  0.000276839  0.000275931  0.000275931  0.000275437  0.000275437  0.000278646  0.000278646  
0.975461  0.975461  0.975331  0.975331  0.975117  0.975117  0.97489  0.97489  0.974731  0.974731  
9.61067e-05  9.61067e-05  9.59105e-05  9.59105e-05  9.56079e-05  9.56079e-05  9.54277e-05  9.54277e-05  9.67744e-05  9.67744e-05  
0.999067  0.999067  0.999061  0.999061  0.999052  0.999052  0.999042  0.999042  0.999036  0.999036  
